id,data
1142,"(_1142:消费活动 {description: '""\u4e0e\u8c03\u4f11\u65f6\u95f4\u76f8\u5173\u7684\u6d88\u8d39\u884c\u4e3a\u3002""<SEP>""\u6307\u8d2d\u7269\u8005\u8fdb\u884c\u6d88\u8d39\u7684\u884c\u4e3a\u3002""<SEP>""\u4eba\u4eec\u4e3a\u4e86\u6ee1\u8db3\u9700\u6c42\u800c\u8fdb\u884c\u7684\u7ecf\u6d4e\u6d3b\u52a8\u3002""<SEP>""\u4eba\u901a\u8fc7\u6d88\u8d39\u8fdb\u884c\u7684\u5404\u79cd\u6d3b\u52a8\uff0c\u5bf9\u7ecf\u6d4e\u6709\u63a8\u52a8\u4f5c\u7528\u3002""<SEP>""\u5047\u671f\u671f\u95f4\u53ef\u80fd\u53d1\u751f\u7684\u6d3b\u52a8\u7c7b\u578b\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-67f9bb74953d76e64d16339bc6cbd169<SEP>chunk-fd4e24cbd1ecf0747d328b3768cf5e64<SEP>chunk-bec51881baa47a571834eb13fe08d430<SEP>chunk-f6cf54f46ad46331587bf102723432d1<SEP>chunk-06a74b3c672aa6dd08fea7a98dbb32fc'})"
1143,"(_1143:八天 {description: '""\u56fd\u5e86\u5047\u671f\u540e\u8865\u8bfe\u7684\u65f6\u957f\u3002""<SEP>""\u5de5\u4f5c\u516b\u5929\u7684\u65f6\u957f\u3002""<SEP>""\u8282\u540e\u8fde\u7eed\u4e0a\u73ed\u7684\u65f6\u957f\u3002""', entity_type: '""\u65f6\u95f4""', source_id: 'chunk-985cdb55a73d12b71a4551e01230cfa1<SEP>chunk-fa6cd8f4ca93e93aeb942e98602c429e<SEP>chunk-6c200db933c0a6430afdfc8121d83964'})"
1144,"(_1144:是 {description: '""\u6307\u786e\u8ba4\u6216\u63d0\u95ee\u7684\u884c\u4e3a\u3002""<SEP>""\u8868\u793a\u7b49\u540c\u7684\u7c7b\u522b\u3002""<SEP>""\u63d0\u51fa\u4e94\u4e00\u653e\u5047\u8981\u6c42\u7684\u7fa4\u4f53\u3002""', entity_type: '""\u4eba\u7269""', source_id: 'chunk-c0b039db52ab566221c707f1d2c589d0<SEP>chunk-1002535d4ec631698cd7b7fa963aa33c<SEP>chunk-79e976eedb28021b5487211b492ef7b2'})"
1145,"(_1145:说 {description: '""\u6307\u63d0\u53ca\u6216\u8ba8\u8bba\u7684\u884c\u4e3a\u3002""<SEP>""\u6d89\u53ca\u4ea4\u6d41\u3001\u8868\u8fbe\u7684\u884c\u4e3a\u3002""<SEP>""\u6307\u8bc4\u8bba\u8005\u7684\u8bf4\u8bdd\u884c\u4e3a\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-8ad02627d3dcb3e4b02e2159118669fd<SEP>chunk-0630ff24d828e9229358f91363a66417<SEP>chunk-c0b039db52ab566221c707f1d2c589d0'})"
1146,"(_1146:`3斤` {description: '""\u8868\u793a\u4f53\u91cd\u589e\u52a0\u7684\u5177\u4f53\u91cd\u91cf\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-2943af5a26f695255a770dd8e4b80f4b'})"
1147,"(_1147:吃喝玩乐 {description: '""\u4e0b\u96e8\u65f6\u53ef\u80fd\u4f1a\u8fdb\u884c\u7684\u6d3b\u52a8\u3002""<SEP>""\u8868\u793a\u4e0b\u96e8\u65f6\u53ef\u80fd\u8fdb\u884c\u7684\u5a31\u4e50\u6d3b\u52a8\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-2943af5a26f695255a770dd8e4b80f4b'})"
1148,"(_1148:体重 {description: '""\u63cf\u8ff0\u4e0b\u96e8\u65f6\u4f53\u91cd\u589e\u52a0\u7684\u6982\u5ff5\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-2943af5a26f695255a770dd8e4b80f4b'})"
1149,"(_1149:五一广场活动 {description: '""\u4e94\u4e00\u671f\u95f4\u5728\u4e94\u4e00\u5e7f\u573a\u4e3e\u884c\u7684\u6d3b\u52a8\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-d14cfde39be869003a209665aafc1664'})"
1150,"(_1150:节日庆典 {description: '""\u4e94\u4e00\u52b3\u52a8\u8282\u5c5e\u4e8e\u7684\u8282\u65e5\u5e86\u5178\u7c7b\u522b\u3002""<SEP>""\u6307\u4ee3\u4e3a\u5e86\u795d\u8282\u65e5\u800c\u4e3e\u884c\u7684\u5927\u578b\u6d3b\u52a8\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-e8bf9b1ca8b4eabff48a36d39fa8a4ba<SEP>chunk-d14cfde39be869003a209665aafc1664'})"
1151,"(_1151:五一广场 {description: '""\u4e94\u4e00\u671f\u95f4\u6e38\u5ba2\u5e38\u53bb\u7684\u5e7f\u573a\u3002""', entity_type: '""\u5730\u7406\u4f4d\u7f6e""', source_id: 'chunk-d14cfde39be869003a209665aafc1664'})"
1152,"(_1152:麦田地 {description: '""\u6307\u8bf4\u8bdd\u8005\u5bb6\u4e61\u7684\u9ea6\u7530\u5730\uff0c\u7528\u4e8e\u63cf\u8ff0\u6e38\u73a9\u5730\u70b9\u3002""', entity_type: '""\u5730\u7406\u4f4d\u7f6e""', source_id: 'chunk-1c31f052c5e8d54ec21e502a7d36d9a1'})"
1153,"(_1153:家乡 {description: '""\u6307\u8bf4\u8bdd\u8005\u7684\u6545\u4e61\u6216\u51fa\u751f\u5730\u3002""<SEP>""\u6307\u8bf4\u8bdd\u8005\u81ea\u5df1\u7684\u5bb6\u4e61\uff0c\u7528\u4e8e\u63cf\u8ff0\u51fa\u884c\u76ee\u7684\u5730\u3002""', entity_type: '""\u5730\u7406\u4f4d\u7f6e""', source_id: 'chunk-1c31f052c5e8d54ec21e502a7d36d9a1<SEP>chunk-3d58e11664311662198c97a11526a4a4'})"
1154,"(_1154:麦田 {description: '""\u6307\u9ea6\u7530\u8fd9\u4e00\u7c7b\u522b\uff0c\u4e0e\u2018\u9ea6\u7530\u5730\u2019\u5b9e\u4f53\u76f8\u5173\u8054\u3002""<SEP>""\u79cd\u690d\u9ea6\u5b50\u7684\u7530\u5730\uff0c\u53ef\u80fd\u7528\u4e8e\u89c2\u5149\u3002""', entity_type: '""\u5730\u7406\u4f4d\u7f6e""', source_id: 'chunk-1c31f052c5e8d54ec21e502a7d36d9a1<SEP>chunk-71203a16f46113b4769b8bcdd4c0e495'})"
1155,"(_1155:没钱 {description: '""\u6307\u4e2a\u4eba\u6ca1\u6709\u8db3\u591f\u7684\u8d44\u91d1\u8fdb\u884c\u67d0\u4e9b\u6d3b\u52a8\u3002""<SEP>""\u8bc4\u8bba\u8005\u65e0\u6cd5\u5916\u51fa\u548c\u627e\u7406\u7531\u7684\u539f\u56e0\u3002""<SEP>""\u8bc4\u8bba\u8005\u89e3\u91ca\u4e0d\u51fa\u53bb\u7684\u539f\u56e0\u3002""', entity_type: '""\u6982\u5ff5""', source_id: 'chunk-4db7a922b3aaab8aa0e88dff11035f99<SEP>chunk-7d8c88bc70c403185cdddd5c09e2d6a9<SEP>chunk-0228315991d0798723b32135e84c39b7'})"
1156,"(_1156:日期 {description: '""\u9884\u8ba1\u98de\u5f80\u897f\u5b89\u7684\u65e5\u671f\uff0c6\u53f7\u3002""', entity_type: '""\u65f6\u95f4""', source_id: 'chunk-e32f94d509e9877647b21587832c6de5'})"
1157,"(_1157:时间长度 {description: '""\u6307\u65f6\u95f4\u7684\u957f\u77ed\u3002""<SEP>""\u8ba1\u5212\u5728\u897f\u5b89\u505c\u7559\u7684\u65f6\u95f4\u957f\u5ea6\uff0c\u56db\u4e94\u5929\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-e32f94d509e9877647b21587832c6de5<SEP>chunk-ad32361da3e29a5d7f5bfdef8fca6386'})"
1158,"(_1158:飞往西安 {description: '""\u8ba1\u5212\u98de\u5f80\u897f\u5b89\u7684\u4eba\u7269\u5c06\u53c2\u4e0e\u98de\u5f80\u897f\u5b89\u7684\u4e8b\u4ef6\u3002""', entity_type: '""UNKNOWN""', source_id: 'chunk-e32f94d509e9877647b21587832c6de5'})"
1159,"(_1159:停留西安 {description: '""\u8ba1\u5212\u5728\u897f\u5b89\u505c\u7559\u7684\u4eba\u7269\u5c06\u53c2\u4e0e\u505c\u7559\u897f\u5b89\u7684\u4e8b\u4ef6\u3002""', entity_type: '""UNKNOWN""', source_id: 'chunk-e32f94d509e9877647b21587832c6de5'})"
1160,"(_1160:停留西安 {description: '""\u98de\u5f80\u897f\u5b89\u7684\u4e8b\u4ef6\u5c06\u5bfc\u81f4\u505c\u7559\u897f\u5b89\u7684\u4e8b\u4ef6\u53d1\u751f\u3002""', entity_type: '""UNKNOWN""', source_id: 'chunk-e32f94d509e9877647b21587832c6de5'})"
1161,"(_1161:喀什 {description: '""\u4f4d\u4e8e\u65b0\u7586\u7684\u5730\u7406\u4f4d\u7f6e\uff0c\u662f\u65c5\u6e38\u76ee\u7684\u5730\u3002""', entity_type: '""\u5730\u7406\u4f4d\u7f6e""', source_id: 'chunk-3678b4b13326d730801746d7c5b77f97'})"
1162,"(_1162:新疆 {description: '""\u5580\u4ec0\u6240\u5728\u7684\u7701\u4efd\u3002""<SEP>""\u65b0\u7586\u5730\u533a\uff0c\u4e94\u4e00\u671f\u95f4\u4e0d\u4e0b\u96e8\u3002""<SEP>""\u65b0\u7586\u5730\u533a\uff0c\u4e00\u5e74\u96e8\u6c34\u7f55\u89c1\u3002""', entity_type: '""\u5730\u7406\u4f4d\u7f6e""', source_id: 'chunk-a993dc0d0ebb2a01a585c90c6111caa7<SEP>chunk-3678b4b13326d730801746d7c5b77f97<SEP>chunk-06a0dd3b14cb3c2091fcf50f72e23716'})"
1163,"(_1163:工作轮班 {description: '""\u63cf\u8ff0\u5de5\u4f5c\u8f6e\u73ed\u7684\u7c7b\u522b\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-89b0a59e175312a6e90c87236da26545'})"
1164,"(_1164:工作时间表 {description: '""\u63cf\u8ff0\u5de5\u4f5c\u65f6\u95f4\u8868\u7684\u7c7b\u522b\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-89b0a59e175312a6e90c87236da26545'})"
1165,"(_1165:山东旅游 {description: '""\u5728\u5c71\u4e1c\u8fdb\u884c\u7684\u65c5\u6e38\u6d3b\u52a8\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-2deb7ec83fe515f0f1d67a59ced02847'})"
1166,"(_1166:多云 {description: '""\u5929\u6c14\u7c7b\u522b\u4e4b\u4e00\uff0c\u8868\u793a\u5929\u7a7a\u4e2d\u6709\u4e91\u4f46\u4e0d\u662f\u5b8c\u5168\u906e\u4f4f\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-2deb7ec83fe515f0f1d67a59ced02847'})"
1167,"(_1167:东亚 {description: '""\u4e1c\u4e9a\uff0c\u4e9a\u6d32\u4e1c\u90e8\u7684\u4e00\u4e2a\u5730\u533a\uff0c\u4e2d\u56fd\u4f4d\u4e8e\u5176\u4e2d\u3002""', entity_type: '""\u5730\u7406\u4f4d\u7f6e""', source_id: 'chunk-febecc514f720f64f9142558caa7c3fe'})"
1168,"(_1168:华北地区 {description: '""\u534e\u5317\u5730\u533a\uff0c\u4e2d\u56fd\u7684\u4e00\u4e2a\u5730\u7406\u533a\u57df\uff0c\u5317\u4eac\u4f4d\u4e8e\u5176\u4e2d\u3002""', entity_type: '""\u5730\u7406\u4f4d\u7f6e""', source_id: 'chunk-febecc514f720f64f9142558caa7c3fe'})"
1169,"(_1169:天水 {description: '""\u4e0d\u4e0b\u96e8\u7684\u57ce\u5e02\uff0c\u88ab\u63a8\u8350\u53bb\u5403\u9ebb\u8fa3\u70eb\u3002""', entity_type: '""\u5730\u7406\u4f4d\u7f6e""', source_id: 'chunk-f570d97e89c2241c17691104dcab2cbc'})"
1170,"(_1170:麻辣烫 {description: '""\u88ab\u63a8\u8350\u7684\u5929\u6c34\u7279\u8272\u7f8e\u98df\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-f570d97e89c2241c17691104dcab2cbc'})"
1171,"(_1171:颈霜 {description: '""\u4f5c\u4e3a\u5c45\u5bb6\u6d3b\u52a8\u4f7f\u7528\u7684\u7269\u54c1\u3002""', entity_type: '""\u7269\u54c1""', source_id: 'chunk-c22897d5e50247b115d562ad2fa7212e'})"
1172,"(_1172:居家 {description: '""\u63cf\u8ff0\u59d0\u59b9\u4eec\u6d3b\u52a8\u7684\u573a\u666f\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-c22897d5e50247b115d562ad2fa7212e'})"
1173,"(_1173:我家 {description: '""\u59d0\u59b9\u4eec\u63d0\u5230\u7684\u5bb6\u6240\u5728\u7684\u5730\u65b9\u3002""<SEP>""\u6587\u4e2d\u63d0\u5230\u7684\u5bb6\uff0c\u8001\u677f\u6240\u5728\u7684\u5730\u65b9\u3002""', entity_type: '""\u5730\u7406\u4f4d\u7f6e""', source_id: 'chunk-b266bdb1719946cb7ba82f3658526b27<SEP>chunk-c22897d5e50247b115d562ad2fa7212e'})"
1174,"(_1174:`26号` {description: '""\u4e94\u4e00\u5047\u671f\u5f00\u59cb\u7684\u5177\u4f53\u65e5\u671f\u3002""', entity_type: '""\u65f6\u95f4""', source_id: 'chunk-315291bc2400c929ea387bcd7b9edabe'})"
1175,"(_1175:看场电影 {description: '""\u5728\u7535\u5f71\u9662\u89c2\u770b\u4e00\u573a\u7535\u5f71\u7684\u6d3b\u52a8\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-3ad414304f1e91913ebb5a2df4d57d0b'})"
1176,"(_1176:电影院 {description: '""\u63d0\u4f9b\u7535\u5f71\u653e\u6620\u670d\u52a1\u7684\u573a\u6240\u3002""<SEP>""\u63d0\u4f9b\u7535\u5f71\u653e\u6620\u670d\u52a1\u7684\u673a\u6784\u3002""', entity_type: '""\u7ec4\u7ec7""', source_id: 'chunk-3ad414304f1e91913ebb5a2df4d57d0b<SEP>chunk-f3fba8aecaceb0c2bf84bed06b6b9a7f'})"
1177,"(_1177:孩子们 {description: '""\u4e0e\u2018\u6211\u2019\u76f8\u5173\u8054\u7684\u7fa4\u4f53\uff0c\u53ef\u80fd\u662f\u5bb6\u5ead\u6210\u5458\u3002""<SEP>""\u56de\u5230\u5bb6\u7684\u5b69\u5b50\u4eec\u3002""<SEP>""\u56de\u5bb6\u5403\u70e7\u70e4\u7684\u5b69\u5b50\u3002""', entity_type: '""\u4eba\u7269""', source_id: 'chunk-e5664e13fb5474436f8a4f03763f4c36<SEP>chunk-ff07123f509e89448b95026a71f9fa9d'})"
1178,"(_1178:妈妈 {description: '""\u4e0e\u2018\u670d\u52a1\u5458\u2019\u5173\u7cfb\u5bc6\u5207\u7684\u4eba\uff0c\u4e00\u5e74\u4e2d\u53ea\u80fd\u751f\u75c5\u8bf7\u5047\u65f6\u89c1\u9762\u3002""<SEP>""\u8bf4\u8bdd\u8005\u7684\u6bcd\u4eb2\u3002""', entity_type: '""\u4eba\u7269""', source_id: 'chunk-8ec77e7e67d1919471153e37252858bc<SEP>chunk-8065650b2f7098dbc11693fdca651aaa'})"
1179,"(_1179:妈妈家 {description: '""\u79bb\u8bf4\u8bdd\u80053\u91cc\u8def\u7684\u5c45\u4f4f\u5730\u3002""', entity_type: '""\u5730\u7406\u4f4d\u7f6e""', source_id: 'chunk-8065650b2f7098dbc11693fdca651aaa'})"
1180,"(_1180:`3里路` {description: '""\u8bf4\u8bdd\u8005\u4e0e\u5988\u5988\u5bb6\u4e4b\u95f4\u7684\u8ddd\u79bb\u3002""', entity_type: '""\u5730\u7406\u4f4d\u7f6e""', source_id: 'chunk-8065650b2f7098dbc11693fdca651aaa'})"
1181,"(_1181:日照 {description: '""\u5c71\u4e1c\u7701\u65e5\u7167\u5e02\uff0c\u4e00\u4e2a\u6cbf\u6d77\u57ce\u5e02\u3002""<SEP>""\u8ba1\u5212\u524d\u5f80\u7684\u65c5\u6e38\u76ee\u7684\u5730\uff0c\u4f4d\u4e8e\u5c71\u4e1c\u7701\u3002""', entity_type: '""\u5730\u7406\u4f4d\u7f6e""', source_id: 'chunk-2143922b0b04ed0ebf86d61be8ebdba3<SEP>chunk-c3dcff42ce1c06d7dab7b8b168416ca7'})"
1182,"(_1182:准备 {description: '""\u63cf\u8ff0\u4e86\u524d\u5f80\u5ce8\u7709\u56db\u6eaa\u6c9f\u7684\u884c\u4e3a\u6216\u8ba1\u5212\u3002""<SEP>""\u8ba1\u5212\u524d\u5f80\u9752\u5c9b\u548c\u65e5\u7167\u7684\u884c\u4e3a\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-2143922b0b04ed0ebf86d61be8ebdba3<SEP>chunk-afe24bc69b6f338638580b98703864a3'})"
1183,"(_1183:希望 {description: '""\u5bf9\u5929\u6c14\u7684\u671f\u671b\uff0c\u5e0c\u671b\u4e0d\u8981\u4e0b\u96e8\u3002""<SEP>""\u8868\u793a\u613f\u671b\u6216\u671f\u5f85\u7684\u60c5\u611f\u72b6\u6001\u3002""<SEP>""\u8868\u793a\u8d2d\u7968\u8005\u5bf9\u8d2d\u7968\u6210\u529f\u62b1\u6709\u7684\u671f\u5f85\u3002""<SEP>""\u8868\u8fbe\u5e0c\u671b\u4e94\u4e00\u80fd\u653e\u5047\u7684\u4eba\u7269\u3002""<SEP>""\u8868\u8fbe\u613f\u671b\u6216\u671f\u5f85\u3002""<SEP>""\u5bf9\u672a\u6765\u7684\u7f8e\u597d\u671f\u5f85\u548c\u613f\u671b\u3002""<SEP>""\u8868\u8fbe\u4e00\u79cd\u613f\u671b\u6216\u671f\u5f85\u7684\u6982\u5ff5\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-d1682142d57aa8a980a89aad8f7ec2a9<SEP>chunk-83b2e83295c8787a869cea2987ae0ca6<SEP>chunk-30605a244011b49d9acb673a46238f6f<SEP>chunk-ba2e9099070b774412928b3fa8448a1d<SEP>chunk-f83096381c18d721b084babe5a12ca77<SEP>chunk-19b9cb59a7189f074f176af8f30ae687<SEP>chunk-2143922b0b04ed0ebf86d61be8ebdba3'})"
1184,"(_1184:不要 {description: '""\u5bf9\u4e0b\u96e8\u5929\u6c14\u7684\u5426\u5b9a\u671f\u671b\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-2143922b0b04ed0ebf86d61be8ebdba3'})"
1185,"(_1185:比较 {description: '""\u5bf9\u53bb\u5e74\u548c\u4eca\u5e74\u673a\u7968\u4ef7\u683c\u8fdb\u884c\u7684\u6bd4\u8f83\u3002""<SEP>""\u63d0\u5230\u81ea\u5df1\u4e0e\u4e13\u5bb6\u7684\u80fd\u529b\u6bd4\u8f83\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-ed8441944912336595bfdfd3d06560c1<SEP>chunk-503a6599b33fa51f5f813f2bf14dcbb6'})"
1186,"(_1186:价格 {description: '""\u4ef7\u683c\u662f\u5546\u54c1\u6216\u670d\u52a1\u6240\u9700\u652f\u4ed8\u7684\u91d1\u989d\u3002""<SEP>""\u5728\u76ae\u519b\u54e5\u5f71\u54cd\u4e0b\u7684\u4e13\u5bb6\u6536\u8d39\u60c5\u51b5\u3002""<SEP>""\u673a\u7968\u4ef7\u683c\u7684\u53d8\u5316\u3002""<SEP>""\u8868\u793a\u5546\u54c1\u6216\u670d\u52a1\u4ef7\u503c\u7684\u91cf\u5ea6\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-bd21c555fa28c22abc2c918892b5c17f<SEP>chunk-503a6599b33fa51f5f813f2bf14dcbb6<SEP>chunk-ffdacb427b96892db429169578de52e8<SEP>chunk-793105f43678d27e571c922afb525474'})"
1187,"(_1187:去年 {description: '""\u53bb\u5e74\u51fa\u95e8\u7684\u65f6\u95f4\u80cc\u666f\u3002""<SEP>""\u53bb\u5e74\u6307\u4ee3\u7684\u65f6\u95f4\u8282\u70b9\u3002""<SEP>""\u53bb\u5e74\u8fd9\u4e2a\u65f6\u671f\u7684\u76f8\u5173\u4fe1\u606f\u3002""<SEP>""\u6307\u4ee3\u53bb\u5e74\u8fd9\u4e00\u5e74\u7684\u65f6\u95f4\u6bb5\u3002""', entity_type: '""\u65f6\u95f4""', source_id: 'chunk-bfdc39d234686e5ebe2d99bfaad0bfba<SEP>chunk-bcb5ce94bce1d532ed66b34e99ae9510<SEP>chunk-5b7599dd1962670a7ba6dac0d5a17550<SEP>chunk-503a6599b33fa51f5f813f2bf14dcbb6'})"
1188,"(_1188:错过机会 {description: '""\u6307\u4e94\u4e00\u4e0b\u96e8\u5bfc\u81f4\u7684\u673a\u4f1a\u635f\u5931\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-bb3d736e75f04ce7af529ab167d3a96e'})"
1189,"(_1189:五一下雨的城市 {description: '""\u63cf\u8ff0\u4e86\u4e94\u4e00\u4e0b\u96e8\u5bfc\u81f4\u9519\u8fc7\u67d0\u4e9b\u673a\u4f1a\u7684\u57ce\u5e02\u4e8b\u4ef6\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-bb3d736e75f04ce7af529ab167d3a96e'})"
1190,"(_1190:适宜 {description: '""\u63cf\u8ff0\u4e94\u4e00\u671f\u95f4\u5317\u4eac\u5929\u6c14\u7684\u5f62\u5bb9\u8bcd\u3002""<SEP>""\u63cf\u8ff0\u6e29\u5ea6\u6216\u6761\u4ef6\u7684\u4e00\u79cd\u72b6\u6001\uff0c\u6b64\u5904\u6307\u7684\u662f\u9002\u5b9c\u7684\u6e29\u5ea6\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-3611a81d3ac304092cbe51936de20b2a<SEP>chunk-8d8d1da0e732b08bc57e10b3436ba4ae'})"
1191,"(_1191:贵州人 {description: '""\u53ef\u80fd\u5c45\u4f4f\u5728\u8d35\u5dde\u7684\u4eba\u3002""', entity_type: '""\u4eba\u7269""', source_id: 'chunk-d811f5031ff919dff07da1ceee3cbfe1'})"
1192,"(_1192:贵州 {description: '""\u8d35\u5dde\u7701\uff0c\u4e00\u4e2a\u4e0b\u96e8\u7684\u5730\u65b9\u3002""', entity_type: '""\u5730\u7406\u4f4d\u7f6e""', source_id: 'chunk-d811f5031ff919dff07da1ceee3cbfe1'})"
1193,"(_1193:好吃的 {description: '""\u6307\u7684\u662f\u7f8e\u98df\u6216\u7f8e\u98df\u79cd\u7c7b\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-d811f5031ff919dff07da1ceee3cbfe1'})"
1194,"(_1194:南宁人 {description: '""\u53ef\u80fd\u5c45\u4f4f\u5728\u5357\u5b81\u7684\u4eba\u3002""', entity_type: '""\u4eba\u7269""', source_id: 'chunk-d811f5031ff919dff07da1ceee3cbfe1'})"
1195,"(_1195:美食 {description: '""\u6307\u4ee3\u7f8e\u98df\u79cd\u7c7b\u3002""<SEP>""\u6307\u7684\u662f\u53ef\u4ee5\u98df\u7528\u7684\u7269\u54c1\uff0c\u7279\u6307\u4e0a\u6587\u4e2d\u7684\u2018\u597d\u5403\u7684\u2019\u3002""<SEP>""\u6dc4\u535a\u70e7\u70e4\u6240\u5c5e\u7684\u98df\u54c1\u7c7b\u522b\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-d811f5031ff919dff07da1ceee3cbfe1<SEP>chunk-c9133b22e43402cc8f60a61b9c757b21<SEP>chunk-20056bf1717a4b96960f21795e94958c'})"
